"UrbanRural","Income","Race","Expenditure","KidsCount"
1,54000,1,2403.9167,0
1,25400,1,2409.4333,0
1,51000,1,12570.4993,1
1,120000,1,6023.3333,3
1,50706,1,1912,0
1,17000,1,2884.7,0
1,1082,1,1296.3333,0
1,13736,1,3113.7611,0
1,87000,1,5832,2
1,4000,1,1024.1667,0
1,249325,1,6185.1667,0
1,108300,1,5558.5,1
1,170001,1,8774.8333,3
1,49340,1,9322.8333,0
1,42012,1,2646.7167,1
2,6728,1,801.3333,0
1,24000,1,1127.9333,0
1,300000,1,10138.3111,3
1,70000,1,3896.0834,0
1,114000,1,5014.75,0
1,29374,1,4901.3333,0
1,104200,5,5159.3667,1
1,476315,1,14407.7893,0
1,40000,1,3026.6667,0
1,53000,1,3115.5834,0
1,98000,1,5379.25,0
1,3200,2,26273.5,0
1,115015,1,4058.05,0
1,17190,1,2571.3333,0
1,107426,1,9693.8333,0
1,50240,1,7357.2666,1
1,33600,1,1966.5,0
1,17000,1,10214.75,0
1,46506,1,1752.3333,0
1,69250,2,4309.5834,0
1,92600,1,6265.2,0
1,56000,1,6326.6166,0
1,29026,1,3687.75,0
1,21821,1,1595,0
1,70000,1,3801.5,0
1,68173,1,2990.2,0
1,9500,4,3430.9166,0
1,43000,1,9158.1667,0
1,34740,1,5273.6667,0
1,44772,1,2466.6667,0
1,82000,2,5874.8333,1
2,14200,1,3707.5,3
1,150000,1,67751.0944,0
2,100840,1,9357.0944,2
1,9934,1,739.3333,0
1,24760,1,2164.9,0
1,145000,1,4327.8333,0
1,39000,6,3820.6666,4
1,8992,1,2136.3333,0
1,65289,1,3589.4167,2
1,60000,1,4281.1667,0
1,55350,2,3078.7334,0
1,22426,2,3987.8333,0
1,32052,1,3122.6667,0
1,138000,1,7476.8444,1
1,17426,1,4478,0
2,55000,1,9745.6111,1
1,34000,1,3528.9334,0
1,17000,2,1233.2166,0
1,65700,1,3034.1667,0
1,14000,1,2731.8333,0
1,1626,2,12228.8167,0
1,3700,1,2839.8333,0
1,65000,1,5265.75,0
1,1180,2,1701,0
1,59000,1,3140.8334,0
1,240800,4,9082.8333,2
1,30700,1,6090.5,0
1,947262,1,7714.1444,0
1,35926,1,7295.2,0
1,352884,1,12955.0944,0
1,15252,1,2934.9667,0
1,56626,1,3226.5833,0
1,74000,1,4182.8333,0
1,134220,1,11437.6667,2
1,381210,1,7078.9277,0
1,141200,1,5926,0
1,44052,1,2123.6667,0
1,32000,1,1604,0
1,65001,1,5077.7611,1
1,3,1,2929.5333,0
1,32200,6,2311.3333,0
1,79626,3,1766,0
1,5960,1,5890.4159,0
1,30000,1,2030.25,0
1,43000,1,2588.8334,0
1,52000,1,2903.8333,2
1,15752,1,1463.8333,0
1,41000,1,3333.0834,2
1,10809,2,894,0
1,32101,1,2382.75,0
1,23612,1,3766.3333,0
1,150000,1,9236.9167,0
1,83800,1,6900.4167,0
1,106600,1,4626.5833,0
1,50000,1,1937.1666,1
1,28074,2,1068.6667,0
1,3084,1,1368.95,1
1,100000,1,5891.5,1
2,60000,1,2660.3333,1
1,18330,1,1265,0
1,18427,1,2441,0
1,47048,2,2956.25,0
1,117000,1,2738.9167,0
1,57000,2,5321.2833,1
1,263000,1,17148.3444,4
1,65800,1,3048.0833,2
1,45000,1,2336.5834,0
1,28600,1,2158,4
1,78000,1,5064.3333,0
1,26660,2,1928.5834,1
1,400,1,4132.7611,0
1,11028,1,1688.7,0
1,25000,1,4624.25,0
1,34000,6,3478.4167,0
1,85000,1,6463.3333,0
1,11622,1,976,0
2,64100,1,2709,0
1,22800,1,1698.1667,0
1,76916,1,10089.5,0
1,10827,1,819.6667,0
1,20716,1,3547.75,0
1,43626,4,2754,0
1,36000,1,1972.3333,0
1,203024,1,8191.5,0
1,56184,1,8993.95,0
1,44582,1,2284.3333,0
1,386084,1,15834.4278,0
1,151026,1,6350,0
1,190000,4,8932.75,2
1,24500,1,2206.1667,0
1,373084,1,8747.6944,1
1,185432,1,6752.7611,0
1,70000,2,3781.5833,0
1,19630,1,1090,0
1,200,6,4779.0944,0
1,16782,1,1167.6667,0
1,28074,1,7060.6667,0
1,1200,2,1167.6667,0
1,93664,1,6456.5834,1
1,38117,1,1782.6667,0
1,67000,1,5220.25,0
1,32953,1,4348.5,0
1,21408,2,6140.8833,0
1,173219,1,6359.6667,0
1,101001,1,4176.9167,2
1,854562,1,10334.0944,3
1,37,1,4891.9833,0
1,185001,1,20222.5,2
1,49180,1,6301.6666,0
1,210200,1,12384.4167,2
1,111000,2,7247.2501,1
1,25226,1,3164.6667,0
1,78871,1,8689.4167,1
1,240000,1,13870.4277,2
1,42264,1,3359.3333,0
1,100000,4,4440.7611,0
1,34000,2,2527.0334,0
1,2520,4,2072,2
1,82000,1,7611.2833,0
1,13602,1,1880.6667,0
1,34000,1,3353.2167,2
1,98000,2,4055.5833,2
1,55268,1,6966,0
2,143758,1,3029.4167,0
1,18660,1,2300,0
1,18636,2,1554.3333,3
1,65000,1,3157.0834,0
1,196000,1,7671.5944,0
1,146381,1,7956.75,0
1,71452,1,3869.75,0
1,20610,2,1580.6667,1
1,42000,1,1885.75,0
1,47930,2,3201.1,0
1,1626,1,2640.3333,0
1,30426,1,3816.3333,0
1,50200,1,4104.7611,0
1,9000,2,2311.5,2
1,151700,1,7011.5944,1
1,36000,2,3263.4,1
1,290000,1,9379.5944,2
1,31252,1,11494,0
1,67200,4,2679.8333,0
1,503084,1,17428.8444,1
1,293000,1,9988.25,0
1,85000,1,7275.25,0
1,85925,1,3963.8333,0
2,48747,1,3258.0834,0
1,152000,4,6035.0833,0
1,14778,1,1634.6667,0
2,38526,1,1950.3333,0
1,80127,1,8218.9167,0
2,32800,1,2220.7499,0
1,141600,1,4793.4167,0
1,89420,1,5323.3667,0
1,63075,1,2929.8333,0
1,56914,4,3627.25,0
1,85000,1,3886.9167,0
1,86000,2,2912.4334,0
1,64000,1,641.5834,0
1,1626,1,2623.2834,0
1,250000,1,8264.25,0
1,43800,2,2167.5833,3
1,69000,1,3285.25,0
1,3275,6,2182.6,0
1,14634,4,1934.6667,0
1,157000,1,7073.25,2
1,10000,2,2513.75,0
1,34000,1,2606.0333,0
2,64074,1,4351,0
1,36078,1,2343.6667,0
1,140626,1,3891.5,3
1,13000,1,1775.25,0
1,23794,1,7382.6666,0
1,11358,1,1504,0
1,84726,1,6269.5834,0
2,64758,1,4677.8333,0
2,10500,1,1127.4167,0
1,9470,1,2543.3333,0
2,42250,1,3200.25,0
1,83000,2,9610.1667,1
1,42568,1,2070.6667,5
2,125509,1,3053.5833,0
1,109000,1,4028.7,0
1,13926,1,1220.3333,0
1,14187,1,2046.3167,0
1,69048,1,3216.9167,2
1,47128,1,2649.1334,0
1,76388,1,5004.6667,0
1,187000,1,4798.6667,0
1,155000,1,4390.5,0
1,35226,1,1818,0
1,86000,1,3862.5167,4
1,10500,1,1424.6667,0
1,24000,1,2215.2333,0
1,80000,2,3725,0
2,13722,2,997.3333,0
1,62600,1,4234.5833,0
1,50900,1,1740.25,0
1,37080,1,2721.3333,0
1,12368,2,1398.1333,0
1,157560,1,7056.0944,0
2,15000,2,4454.5667,1
1,23026,2,4427,0
